Max score;Average score;Last score
217.63333333333563;126.17760416666778;197.63333333333676
87.45392491467634;50.043895188814666;67.45392491467747
15.643902439024417;9.133212247016143;-0.16097560975598654
10.430769230769254;6.734496431403671;-0.16923076923074273
10.605442176870769;6.689189961698983;-0.1945578231292275
22.6900662251656;12.167699048946906;-0.15364238410597317
13.28903654485053;7.82603288184687;-0.11096345514945721
14.854545454545516;8.72921348314612;-0.14545454545443964
10.436363636363645;5.71410658307211;-0.12727272727271927
43.12727272727246;25.83520439292235;23.127272727272178
10.236363636363645;5.672309299895517;-0.12727272727271927
194.52727272727785;102.18626757002933;182.92727272727686
79.32727272727385;49.7210128362937;59.32727272727482
13.145454545454578;7.917812269031814;-0.05454545454540888
269.39999999999844;148.18887381275422;249.39999999999486
291.1454545454496;166.7522105013625;271.14545454544503
291.1454545454496;166.7522105013625;271.14545454544503
10.236363636363645;5.672309299895517;-0.12727272727271927
10.636363636363644;4.982582837723037;-0.07272727272722951
17.781818181818213;9.726499032882053;-0.018181818181746856
21.2545454545455;11.534715576820895;1.254545454545565
10.436363636363645;5.71410658307211;-0.12727272727271927
60.16363636363622;36.008972845336366;40.16363636363594
21.2545454545455;11.470919723551356;1.254545454545565
20.890909090909144;11.190290337934355;0.8909090909091654
291.1454545454496;166.7522105013625;271.14545454544503
291.1454545454496;166.7522105013625;271.14545454544503
22.799999999999944;14.281510015408267;2.799999999999818
13.545454545454575;8.006504065040684;-0.054545454545410654
104.70909090909157;56.731014931015125;84.70909090909271
10.436363636363645;5.71410658307211;-0.12727272727271927
261.65454545454594;136.39047168696138;241.65454545454344
10.636363636363644;5.664862104187961;-0.14545454545451425
189.4000000000027;99.07685813357567;169.40000000000384
33.83636363636362;19.931475559616196;13.836363636363357
291.1454545454496;166.7522105013625;271.14545454544503
291.1454545454496;166.7522105013625;271.14545454544503
45.745454545454464;28.513120899718718;25.74545454545418
10.436363636363645;5.71410658307211;-0.12727272727271927
10.436363636363645;5.14891774891776;-0.09090909090908667
16.54545454545457;9.070805617147116;-0.05454545454540355
13.418181818181877;8.58181818181823;-0.18181818181808826
10.436363636363645;5.71410658307211;-0.12727272727271927
251.81818181818193;130.70909090909154;231.81818181818022
17.672727272727297;10.620335761799192;-0.1272727272728174
291.1454545454496;166.7522105013625;271.14545454544503
291.1454545454496;166.7522105013625;271.14545454544503
19.618181818181856;10.422727272727323;-0.18181818181808648
